,dteday,season,year,month,holiday,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count,category_days,humidity_category
629,2012-09-21,fall,2012,september,0,friday,clear,0.599167,0.571971,66.875,0.154229,1250,6917,8167,weekdays,terlalu lembab
630,2012-09-22,fall,2012,september,0,saturday,clear,0.65,0.610488,64.6667,0.283583,2512,5883,8395,weekend,ideal
631,2012-09-23,winter,2012,september,0,sunday,clear,0.529167,0.518933,46.7083,0.223258,2454,5453,7907,weekend,ideal
632,2012-09-24,winter,2012,september,0,monday,clear,0.514167,0.502513,49.2917,0.142404,1001,6435,7436,weekdays,ideal
633,2012-09-25,winter,2012,september,0,tuesday,clear,0.55,0.544179,56.99999999999999,0.236321,845,6693,7538,weekdays,ideal
634,2012-09-26,winter,2012,september,0,wednesday,clear,0.635,0.596613,63.083299999999994,0.2444,787,6946,7733,weekdays,ideal
635,2012-09-27,winter,2012,september,0,thursday,cloudy,0.65,0.607975,69.08330000000001,0.134342,751,6642,7393,weekdays,terlalu lembab
636,2012-09-28,winter,2012,september,0,friday,cloudy,0.619167,0.585863,69.0,0.164179,1045,6370,7415,weekdays,terlalu lembab
637,2012-09-29,winter,2012,september,0,saturday,clear,0.5425,0.530296,54.2917,0.227604,2589,5966,8555,weekend,ideal
638,2012-09-30,winter,2012,september,0,sunday,clear,0.526667,0.517663,58.3333,0.134958,2015,4874,6889,weekend,ideal
639,2012-10-01,winter,2012,october,0,monday,cloudy,0.520833,0.512,64.9167,0.0908042,763,6015,6778,weekdays,ideal
640,2012-10-02,winter,2012,october,0,tuesday,light_rain,0.590833,0.542333,87.16669999999999,0.104475,315,4324,4639,weekdays,terlalu lembab
641,2012-10-03,winter,2012,october,0,wednesday,cloudy,0.6575,0.599133,79.375,0.0665458,728,6844,7572,weekdays,terlalu lembab
642,2012-10-04,winter,2012,october,0,thursday,cloudy,0.6575,0.607975,72.2917,0.117546,891,6437,7328,weekdays,terlalu lembab
643,2012-10-05,winter,2012,october,0,friday,clear,0.615,0.580187,62.74999999999999,0.10635,1516,6640,8156,weekdays,ideal
644,2012-10-06,winter,2012,october,0,saturday,clear,0.554167,0.538521,66.41669999999999,0.268025,3031,4934,7965,weekend,terlalu lembab
645,2012-10-07,winter,2012,october,0,sunday,cloudy,0.415833,0.419813,70.8333,0.141162,781,2729,3510,weekend,terlalu lembab
646,2012-10-08,winter,2012,october,1,monday,cloudy,0.383333,0.387608,70.9583,0.189679,874,4604,5478,weekdays,terlalu lembab
647,2012-10-09,winter,2012,october,0,tuesday,cloudy,0.446667,0.438112,76.16669999999999,0.1903,601,5791,6392,weekdays,terlalu lembab
648,2012-10-10,winter,2012,october,0,wednesday,clear,0.514167,0.503142,63.083299999999994,0.187821,780,6911,7691,weekdays,ideal
649,2012-10-11,winter,2012,october,0,thursday,clear,0.435,0.431167,46.3333,0.181596,834,6736,7570,weekdays,ideal
650,2012-10-12,winter,2012,october,0,friday,clear,0.4375,0.433071,53.91669999999999,0.235092,1060,6222,7282,weekdays,ideal
651,2012-10-13,winter,2012,october,0,saturday,clear,0.393333,0.391396,49.4583,0.146142,2252,4857,7109,weekend,ideal
652,2012-10-14,winter,2012,october,0,sunday,clear,0.521667,0.508204,64.0417,0.278612,2080,4559,6639,weekend,ideal
653,2012-10-15,winter,2012,october,0,monday,cloudy,0.561667,0.53915,70.75,0.296037,760,5115,5875,weekdays,terlalu lembab
654,2012-10-16,winter,2012,october,0,tuesday,clear,0.468333,0.460846,55.833299999999994,0.182221,922,6612,7534,weekdays,ideal
655,2012-10-17,winter,2012,october,0,wednesday,clear,0.455833,0.450108,69.2917,0.101371,979,6482,7461,weekdays,terlalu lembab
656,2012-10-18,winter,2012,october,0,thursday,cloudy,0.5225,0.512625,72.8333,0.236937,1008,6501,7509,weekdays,terlalu lembab
657,2012-10-19,winter,2012,october,0,friday,cloudy,0.563333,0.537896,81.5,0.134954,753,4671,5424,weekdays,terlalu lembab
658,2012-10-20,winter,2012,october,0,saturday,clear,0.484167,0.472842,57.2917,0.117537,2806,5284,8090,weekend,ideal
659,2012-10-21,winter,2012,october,0,sunday,clear,0.464167,0.456429,51.0,0.166054,2132,4692,6824,weekend,ideal
660,2012-10-22,winter,2012,october,0,monday,clear,0.4875,0.482942,56.833299999999994,0.0814833,830,6228,7058,weekdays,ideal
661,2012-10-23,winter,2012,october,0,tuesday,clear,0.544167,0.530304,64.16669999999999,0.0945458,841,6625,7466,weekdays,ideal
662,2012-10-24,winter,2012,october,0,wednesday,clear,0.5875,0.558721,63.625,0.0727792,795,6898,7693,weekdays,ideal
663,2012-10-25,winter,2012,october,0,thursday,cloudy,0.55,0.529688,80.0417,0.124375,875,6484,7359,weekdays,terlalu lembab
664,2012-10-26,winter,2012,october,0,friday,cloudy,0.545833,0.52275,80.7083,0.132467,1182,6262,7444,weekdays,terlalu lembab
665,2012-10-27,winter,2012,october,0,saturday,cloudy,0.53,0.515133,72.0,0.235692,2643,5209,7852,weekend,terlalu lembab
666,2012-10-28,winter,2012,october,0,sunday,cloudy,0.4775,0.467771,69.4583,0.398008,998,3461,4459,weekend,terlalu lembab
667,2012-10-29,winter,2012,october,0,monday,light_rain,0.44,0.4394,88.0,0.3582,2,20,22,weekdays,terlalu lembab
668,2012-10-30,winter,2012,october,0,tuesday,cloudy,0.318182,0.309909,82.5455,0.213009,87,1009,1096,weekdays,terlalu lembab
669,2012-10-31,winter,2012,october,0,wednesday,cloudy,0.3575,0.3611,66.6667,0.166667,419,5147,5566,weekdays,terlalu lembab
670,2012-11-01,winter,2012,november,0,thursday,cloudy,0.365833,0.369942,58.166700000000006,0.157346,466,5520,5986,weekdays,ideal
671,2012-11-02,winter,2012,november,0,friday,clear,0.355,0.356042,52.208299999999994,0.266175,618,5229,5847,weekdays,ideal
672,2012-11-03,winter,2012,november,0,saturday,cloudy,0.343333,0.323846,49.125,0.270529,1029,4109,5138,weekend,ideal
673,2012-11-04,winter,2012,november,0,sunday,clear,0.325833,0.329538,53.2917,0.179108,1201,3906,5107,weekend,ideal
674,2012-11-05,winter,2012,november,0,monday,clear,0.319167,0.308075,49.416700000000006,0.236325,378,4881,5259,weekdays,ideal
675,2012-11-06,winter,2012,november,0,tuesday,clear,0.280833,0.281567,56.7083,0.173513,466,5220,5686,weekdays,ideal
676,2012-11-07,winter,2012,november,0,wednesday,cloudy,0.295833,0.274621,54.75,0.304108,326,4709,5035,weekdays,ideal
677,2012-11-08,winter,2012,november,0,thursday,clear,0.352174,0.341891,33.3478,0.347835,340,4975,5315,weekdays,terlalu kering
678,2012-11-09,winter,2012,november,0,friday,clear,0.361667,0.355413,54.0833,0.214558,709,5283,5992,weekdays,ideal
679,2012-11-10,winter,2012,november,0,saturday,clear,0.389167,0.393937,64.5417,0.0578458,2090,4446,6536,weekend,ideal
680,2012-11-11,winter,2012,november,0,sunday,clear,0.420833,0.421713,65.91669999999999,0.1275,2290,4562,6852,weekend,terlalu lembab
681,2012-11-12,winter,2012,november,1,monday,clear,0.485,0.475383,74.16669999999999,0.173517,1097,5172,6269,weekdays,terlalu lembab
682,2012-11-13,winter,2012,november,0,tuesday,cloudy,0.343333,0.323225,66.29169999999999,0.342046,327,3767,4094,weekdays,terlalu lembab
683,2012-11-14,winter,2012,november,0,wednesday,clear,0.289167,0.281563,55.2083,0.199625,373,5122,5495,weekdays,ideal
684,2012-11-15,winter,2012,november,0,thursday,cloudy,0.321667,0.324492,62.0417,0.152987,320,5125,5445,weekdays,ideal
685,2012-11-16,winter,2012,november,0,friday,clear,0.345,0.347204,52.4583,0.171025,484,5214,5698,weekdays,ideal
686,2012-11-17,winter,2012,november,0,saturday,clear,0.325,0.326383,54.541700000000006,0.179729,1313,4316,5629,weekend,ideal
687,2012-11-18,winter,2012,november,0,sunday,clear,0.3425,0.337746,69.2917,0.227612,922,3747,4669,weekend,terlalu lembab
688,2012-11-19,winter,2012,november,0,monday,cloudy,0.380833,0.375621,62.3333,0.235067,449,5050,5499,weekdays,ideal
689,2012-11-20,winter,2012,november,0,tuesday,cloudy,0.374167,0.380667,68.5,0.082725,534,5100,5634,weekdays,terlalu lembab
690,2012-11-21,winter,2012,november,0,wednesday,clear,0.353333,0.364892,61.375,0.103246,615,4531,5146,weekdays,ideal
691,2012-11-22,winter,2012,november,1,thursday,clear,0.34,0.350371,58.0417,0.0528708,955,1470,2425,weekdays,ideal
692,2012-11-23,winter,2012,november,0,friday,clear,0.368333,0.378779,56.875,0.148021,1603,2307,3910,weekdays,ideal
693,2012-11-24,winter,2012,november,0,saturday,clear,0.278333,0.248742,40.4583,0.376871,532,1745,2277,weekend,terlalu kering
694,2012-11-25,winter,2012,november,0,sunday,clear,0.245833,0.257583,46.8333,0.1505,309,2115,2424,weekend,ideal
695,2012-11-26,winter,2012,november,0,monday,clear,0.313333,0.339004,53.541700000000006,0.04665,337,4750,5087,weekdays,ideal
696,2012-11-27,winter,2012,november,0,tuesday,cloudy,0.291667,0.281558,78.6667,0.237562,123,3836,3959,weekdays,terlalu lembab
697,2012-11-28,winter,2012,november,0,wednesday,clear,0.296667,0.289762,50.625,0.210821,198,5062,5260,weekdays,ideal
698,2012-11-29,winter,2012,november,0,thursday,clear,0.28087,0.298422,55.565200000000004,0.115522,243,5080,5323,weekdays,ideal
699,2012-11-30,winter,2012,november,0,friday,clear,0.298333,0.323867,64.95830000000001,0.0584708,362,5306,5668,weekdays,ideal
700,2012-12-01,winter,2012,december,0,saturday,cloudy,0.298333,0.316904,80.6667,0.0597042,951,4240,5191,weekend,terlalu lembab
701,2012-12-02,winter,2012,december,0,sunday,cloudy,0.3475,0.359208,82.3333,0.124379,892,3757,4649,weekend,terlalu lembab
702,2012-12-03,winter,2012,december,0,monday,clear,0.4525,0.455796,76.75,0.0827208,555,5679,6234,weekdays,terlalu lembab
703,2012-12-04,winter,2012,december,0,tuesday,clear,0.475833,0.469054,73.375,0.174129,551,6055,6606,weekdays,terlalu lembab
704,2012-12-05,winter,2012,december,0,wednesday,clear,0.438333,0.428012,48.5,0.324021,331,5398,5729,weekdays,ideal
705,2012-12-06,winter,2012,december,0,thursday,clear,0.255833,0.258204,50.875,0.174754,340,5035,5375,weekdays,ideal
706,2012-12-07,winter,2012,december,0,friday,cloudy,0.320833,0.321958,76.4167,0.1306,349,4659,5008,weekdays,terlalu lembab
707,2012-12-08,winter,2012,december,0,saturday,cloudy,0.381667,0.389508,91.125,0.101379,1153,4429,5582,weekend,terlalu lembab
708,2012-12-09,winter,2012,december,0,sunday,cloudy,0.384167,0.390146,90.5417,0.157975,441,2787,3228,weekend,terlalu lembab
709,2012-12-10,winter,2012,december,0,monday,cloudy,0.435833,0.435575,92.5,0.190308,329,4841,5170,weekdays,terlalu lembab
710,2012-12-11,winter,2012,december,0,tuesday,cloudy,0.353333,0.338363,59.66669999999999,0.296037,282,5219,5501,weekdays,ideal
711,2012-12-12,winter,2012,december,0,wednesday,cloudy,0.2975,0.297338,53.833299999999994,0.162937,310,5009,5319,weekdays,ideal
712,2012-12-13,winter,2012,december,0,thursday,clear,0.295833,0.294188,48.5833,0.174129,425,5107,5532,weekdays,ideal
713,2012-12-14,winter,2012,december,0,friday,clear,0.281667,0.294192,64.29169999999999,0.131229,429,5182,5611,weekdays,ideal
714,2012-12-15,winter,2012,december,0,saturday,clear,0.324167,0.338383,65.0417,0.10635,767,4280,5047,weekend,terlalu lembab
715,2012-12-16,winter,2012,december,0,sunday,cloudy,0.3625,0.369938,83.875,0.100742,538,3248,3786,weekend,terlalu lembab
716,2012-12-17,winter,2012,december,0,monday,cloudy,0.393333,0.4015,90.7083,0.0982583,212,4373,4585,weekdays,terlalu lembab
717,2012-12-18,winter,2012,december,0,tuesday,clear,0.410833,0.409708,66.625,0.221404,433,5124,5557,weekdays,terlalu lembab
718,2012-12-19,winter,2012,december,0,wednesday,clear,0.3325,0.342162,62.5417,0.184092,333,4934,5267,weekdays,ideal
719,2012-12-20,winter,2012,december,0,thursday,cloudy,0.33,0.335217,66.79169999999999,0.132463,314,3814,4128,weekdays,terlalu lembab
720,2012-12-21,springer,2012,december,0,friday,cloudy,0.326667,0.301767,55.666700000000006,0.374383,221,3402,3623,weekdays,ideal
721,2012-12-22,springer,2012,december,0,saturday,clear,0.265833,0.236113,44.125,0.407346,205,1544,1749,weekend,terlalu kering
722,2012-12-23,springer,2012,december,0,sunday,clear,0.245833,0.259471,51.5417,0.133083,408,1379,1787,weekend,ideal
723,2012-12-24,springer,2012,december,0,monday,cloudy,0.231304,0.2589,79.1304,0.0772304,174,746,920,weekdays,terlalu lembab
724,2012-12-25,springer,2012,december,1,tuesday,cloudy,0.291304,0.294465,73.47829999999999,0.168726,440,573,1013,weekdays,terlalu lembab
725,2012-12-26,springer,2012,december,0,wednesday,light_rain,0.243333,0.220333,82.3333,0.316546,9,432,441,weekdays,terlalu lembab
726,2012-12-27,springer,2012,december,0,thursday,cloudy,0.254167,0.226642,65.29169999999999,0.350133,247,1867,2114,weekdays,terlalu lembab
727,2012-12-28,springer,2012,december,0,friday,cloudy,0.253333,0.255046,59.0,0.155471,644,2451,3095,weekdays,ideal
728,2012-12-29,springer,2012,december,0,saturday,cloudy,0.253333,0.2424,75.29169999999999,0.124383,159,1182,1341,weekend,terlalu lembab
729,2012-12-30,springer,2012,december,0,sunday,clear,0.255833,0.2317,48.3333,0.350754,364,1432,1796,weekend,ideal
730,2012-12-31,springer,2012,december,0,monday,cloudy,0.215833,0.223487,57.75,0.154846,439,2290,2729,weekdays,ideal
